product_id,price_date,product_price
1,2024-04-20,37.141
1,2024-04-21,87.03825
1,2024-04-26,113.932
1,2024-05-04,46.696000000000005
1,2024-05-06,78.741
1,2024-05-19,129.48
1,2024-05-21,28.392000000000003
1,2024-05-23,65.403
1,2024-05-24,97.27574999999999
1,2024-05-27,125.125
1,2024-06-09,64.94800000000001
1,2024-06-10,3.9520000000000004
1,2024-06-19,40.417
1,2024-06-22,19.773000000000003
1,2024-06-23,56.68650000000001
1,2024-06-27,44.525
1,2024-06-30,40.196000000000005
1,2024-07-03,105.001
1,2024-07-08,85.917
1,2024-07-09,44.36900000000001
1,2024-07-12,3.445
1,2024-07-21,59.202
1,2024-07-27,31.414500000000004
1,2024-07-30,127.4
1,2024-08-04,79.43325
1,2024-08-06,49.998000000000005
1,2024-08-07,112.541
1,2024-08-13,68.34100000000001
1,2024-08-15,5.8500000000000005
1,2024-08-17,97.73400000000001
1,2024-08-21,77.70750000000001
1,2024-08-27,121.09500000000001
1,2024-08-29,111.37100000000001
1,2024-09-08,61.919000000000004
1,2024-09-17,43.524
1,2024-09-18,43.67999999999999
1,2024-09-19,62.42600000000001
1,2024-09-20,120.83500000000001
1,2024-09-26,126.13900000000001
1,2024-09-27,70.85000000000001
1,2024-09-30,58.747
1,2024-10-04,33.878
1,2024-10-06,10.933
1,2024-10-11,54.184000000000005
1,2024-10-12,111.34500000000001
1,2024-10-20,77.545
1,2024-10-21,100.55499999999999
1,2024-10-22,101.608
1,2024-10-25,119.18400000000001
1,2024-10-26,67.301
1,2024-10-27,110.76
1,2024-10-28,20.813000000000002
1,2024-11-05,40.547000000000004
1,2024-11-10,86.78800000000001
1,2024-11-11,95.7645
1,2024-11-12,39.98800000000001
1,2024-11-13,25.164749999999998
1,2024-11-15,16.614
1,2024-11-19,37.089000000000006
1,2024-11-25,26.305500000000002
1,2024-11-29,14.937000000000001
1,2024-12-03,25.493
1,2024-12-07,66.66075000000001
1,2024-12-10,47.385000000000005
1,2024-12-11,73.51500000000001
1,2024-12-14,69.61500000000001
1,2024-12-21,65.60775000000001
1,2024-12-23,45.227000000000004
1,2024-12-30,105.11800000000001
1,2025-01-01,89.89500000000001
1,2025-01-05,64.55799999999999
1,2025-01-11,50.388
1,2025-01-12,125.64500000000001
1,2025-01-15,124.61800000000001
1,2025-01-19,113.503
1,2025-01-20,118.625
1,2025-01-21,94.9455
1,2025-01-24,78.90675000000002
1,2025-01-26,77.70100000000001
1,2025-01-27,128.05
1,2025-01-28,128.037
1,2025-01-31,63.388
1,2025-02-01,32.2335
1,2025-02-05,126.23
1,2025-02-12,42.341
1,2025-02-13,43.745
1,2025-02-17,21.203
1,2025-02-20,68.80575
1,2025-02-21,89.39775
1,2025-02-25,118.547
1,2025-02-26,82.147
1,2025-02-27,40.963
1,2025-03-06,37.323
1,2025-03-07,43.394000000000005
1,2025-03-10,115.011
1,2025-03-12,66.77775
1,2025-03-15,128.70000000000002
1,2025-03-18,41.678000000000004
1,2025-03-19,75.543
1,2025-03-20,82.212
1,2025-03-23,115.492
1,2025-03-29,111.462
1,2025-03-30,11.986
1,2025-04-01,42.354
1,2025-04-02,42.77
1,2025-04-08,108.52400000000002
2,2024-04-16,76.921
2,2024-04-18,72.61800000000001
2,2024-04-20,90.93825000000001
2,2024-04-21,19.253
2,2024-04-24,125.424
2,2024-04-25,92.274
2,2024-05-02,85.41975
2,2024-05-07,25.532
